purchase_id,customer_id,purchase_date,product_name,category,quantity,price,total_spent,payment_method
924,3787,2023-02-03,Face Cream,Beauty & Personal Care,1,57.64,57.64,PayPal
925,2907,2023-02-03,Toaster,Home & Kitchen,5,264.134,1320.67,PayPal
926,2216,2023-02-03,Perfume,Beauty & Personal Care,1,92.32,92.32,Credit Card
927,2655,2023-02-03,Dumbbells,Sports & Outdoors,3,158.03,474.09000000000003,Debit Card
928,1485,2023-02-03,Toaster,Home & Kitchen,2,360.49,720.98,Google Pay
929,3076,2023-02-03,Cookware Set,Home & Kitchen,1,223.36,223.36,Apple Pay
930,1714,2023-02-03,Lipstick,Beauty & Personal Care,4,19.9,79.6,PayPal
931,2063,2023-02-03,Headphones,Electronics,4,1170.43,4681.72,Credit Card
932,2977,2023-02-03,Cookware Set,Home & Kitchen,2,270.32,540.64,PayPal
933,2297,2023-02-03,Tennis Racket,Sports & Outdoors,1,293.71,293.71,PayPal
934,2255,2023-02-03,Smartphone,Electronics,2,237.65,475.3,Apple Pay
935,3134,2023-02-04,Smartwatch,Electronics,3,333.05,999.1500000000001,PayPal
936,1126,2023-02-04,Smartphone,Electronics,2,780.95,1561.9,Debit Card
937,3860,2023-02-04,Toaster,Home & Kitchen,3,125.08,375.24,Google Pay
938,1537,,Headphones,Electronics,4,302.06,1208.24,PayPal
939,3193,2023-02-04,Face Cream,Beauty & Personal Care,3,75.87,227.61,Apple Pay
940,3073,2023-02-04,Smartphone,Electronics,1,715.22,715.22,Apple Pay
941,2604,2023-02-04,Cycling Helmet,Sports & Outdoors,1,254.89,254.89,Google Pay
942,1067,2023-02-04,Dress,Clothing,1,165.15,165.15,Google Pay
943,1233,2023-02-04,Yoga Mat,Sports & Outdoors,1,148.5,148.5,Credit Card
944,3157,2023-02-04,Vacuum Cleaner,Home & Kitchen,5,170.33,851.6500000000001,PayPal
945,2170,2023-02-04,Smartwatch,Electronics,3,806.08,2418.2400000000002,PayPal
946,3159,2023-02-04,Smartwatch,Electronics,1,1009.98,1009.98,Google Pay
947,3276,2023-02-04,Perfume,Beauty & Personal Care,2,20.66,41.32,Debit Card
948,1111,2023-02-04,Laptop,Electronics,2,983.67,1967.34,PayPal
949,2494,2023-02-04,Tennis Racket,Sports & Outdoors,5,199.29,996.4499999999999,Apple Pay
950,3082,2023-02-04,Toaster,Home & Kitchen,3,113.47,340.40999999999997,Google Pay
951,1623,2023-02-04,Dress,Clothing,3,30.6,91.80000000000001,PayPal
952,3796,2023-02-04,Smartwatch,Electronics,3,185.59,556.77,Credit Card
953,3643,2023-02-04,Sneakers,Clothing,5,106.39059586737145,531.9529793368572,Google Pay
954,3473,2023-02-04,Smartphone,Electronics,3,1031.27,3093.81,Apple Pay
955,3661,2023-02-04,Microwave,Home & Kitchen,3,33.46,100.38,Credit Card
956,2542,2023-02-04,Running Shoes,Sports & Outdoors,1,95.43,95.43,Google Pay
957,3740,2023-02-04,Vacuum Cleaner,Home & Kitchen,3,279.95,839.8499999999999,Google Pay
958,2306,2023-02-04,Jeans,Clothing,1,22.41,22.41,PayPal
959,2762,,Headphones,Electronics,1,756.82,756.82,Credit Card
960,2976,2023-02-04,Sneakers,Clothing,3,153.74,461.22,Google Pay
961,3363,2023-02-04,Cycling Helmet,Sports & Outdoors,2,103.1,206.2,Apple Pay
962,1877,2023-02-04,Blender,Home & Kitchen,4,284.81,1139.24,Credit Card
963,2990,2023-02-05,T-Shirt,Clothing,2,131.29,262.58,PayPal
964,2313,2023-02-05,Dress,Clothing,3,16.15,48.449999999999996,Debit Card
965,2461,2023-02-05,Dumbbells,Sports & Outdoors,3,91.71,275.13,Google Pay
966,3710,2023-02-05,Laptop,Electronics,2,1174.33,2348.66,Debit Card
967,3325,2023-02-05,Jacket,Clothing,3,106.39059586737145,319.17178760211436,PayPal
968,2734,,Tennis Racket,Sports & Outdoors,1,175.67,175.67,PayPal
969,2606,2023-02-05,Smartphone,Electronics,5,969.25,4846.25,PayPal
970,2527,2023-02-05,Tablet,Electronics,3,150.25,450.75,PayPal
971,3672,,Cookware Set,Home & Kitchen,3,171.0,513.0,PayPal
972,3564,2023-02-05,Yoga Mat,Sports & Outdoors,2,283.9,567.8,Credit Card
973,3891,2023-02-05,Laptop,Electronics,1,109.33,109.33,Credit Card
974,3398,2023-02-05,Blender,Home & Kitchen,2,191.19,382.38,Google Pay
975,2631,2023-02-05,Lipstick,Beauty & Personal Care,2,31.83,63.66,Credit Card
976,3871,2023-02-05,Yoga Mat,Sports & Outdoors,3,128.47,385.40999999999997,Google Pay
977,2161,2023-02-05,Shampoo,Beauty & Personal Care,1,23.51,23.51,Credit Card
978,1759,2023-02-05,Smartwatch,Electronics,3,927.03,2781.09,Credit Card
979,3947,2023-02-05,Running Shoes,Sports & Outdoors,3,221.82,665.46,Credit Card
980,1243,2023-02-05,Vacuum Cleaner,Home & Kitchen,3,487.45,1462.35,Apple Pay
981,3591,2023-02-05,Headphones,Electronics,3,872.92,2618.7599999999998,PayPal
982,2064,2023-02-05,Cycling Helmet,Sports & Outdoors,5,42.75,213.75,Apple Pay
983,1229,2023-02-05,Cycling Helmet,Sports & Outdoors,4,131.08,524.32,Credit Card
984,3596,2023-02-05,Lipstick,Beauty & Personal Care,1,75.44,75.44,Credit Card
985,1920,2023-02-05,Laptop,Electronics,5,211.1,1055.5,Apple Pay
986,2247,2023-02-05,Cookware Set,Home & Kitchen,4,407.6,1630.4,Google Pay
987,1006,2023-02-05,Vacuum Cleaner,Home & Kitchen,4,92.09,368.36,PayPal
988,1468,2023-02-05,Laptop,Electronics,4,745.89,2983.56,Google Pay
989,2756,2023-02-05,Smartwatch,Electronics,5,520.32,2601.6000000000004,PayPal
990,1075,2023-02-06,Jeans,Clothing,1,121.41,121.41,Debit Card
991,1004,2023-02-06,Hair Dryer,Beauty & Personal Care,2,85.94,171.88,PayPal
992,2871,2023-02-06,Tablet,Electronics,4,419.13,1676.52,Google Pay
993,1646,2023-02-06,Unknown Product,Electronics,2,266.69,533.38,PayPal
994,1118,2023-02-06,T-Shirt,Clothing,2,97.99,195.98,PayPal
995,3929,2023-02-06,Jacket,Clothing,3,178.19,534.5699999999999,Debit Card
996,2630,2023-02-06,Cycling Helmet,Sports & Outdoors,2,41.59,83.18,Credit Card
997,3552,2023-02-06,Toaster,Home & Kitchen,3,364.86,1094.58,Debit Card
998,3022,2023-02-06,Hair Dryer,Beauty & Personal Care,1,89.02,89.02,Apple Pay
999,1947,2023-02-06,Running Shoes,Sports & Outdoors,1,245.13,245.13,Google Pay
1000,3622,2023-02-06,Smartphone,Electronics,3,819.64,2458.92,Apple Pay
1001,2465,2023-02-06,Jacket,Clothing,1,156.08,156.08,Apple Pay
1002,1194,2023-02-06,Toaster,Home & Kitchen,4,97.3,389.2,Google Pay
1003,1847,2023-02-06,Tennis Racket,Sports & Outdoors,1,289.65,289.65,Apple Pay
1004,3763,2023-02-06,Vacuum Cleaner,Home & Kitchen,3,267.82,803.46,Apple Pay
1005,2416,2023-02-06,Sneakers,Clothing,4,148.46,593.84,Apple Pay
1006,2459,2023-02-06,Dumbbells,Sports & Outdoors,2,200.65,401.3,Debit Card
1007,3221,2023-02-06,Unknown Product,Sports & Outdoors,2,280.11,560.22,Google Pay
1008,2669,2023-02-06,Vacuum Cleaner,Home & Kitchen,2,183.88,367.76,Google Pay
1009,3374,2023-02-06,Sneakers,Clothing,3,159.22,477.65999999999997,Google Pay
1010,2434,2023-02-06,Headphones,Electronics,2,472.92,945.84,Apple Pay
1011,2142,2023-02-06,Running Shoes,Sports & Outdoors,1,117.69,117.69,Debit Card
1012,3884,2023-02-06,Tablet,Electronics,2,1041.55,2083.1,Google Pay
1013,2811,2023-02-06,Dress,Clothing,5,91.87,459.35,PayPal
1014,1724,2023-02-06,Cycling Helmet,Sports & Outdoors,5,268.84,1344.1999999999998,Google Pay
1015,1225,2023-02-06,Cycling Helmet,Sports & Outdoors,2,235.64,471.28,Credit Card
1016,1532,2023-02-06,Headphones,Electronics,2,526.4,1052.8,PayPal
1017,1113,2023-02-06,Shampoo,Beauty & Personal Care,5,24.84,124.2,Google Pay
1018,3188,2023-02-07,Laptop,Electronics,2,771.43,1542.86,Apple Pay
1019,1559,2023-02-07,Tablet,Electronics,4,182.5,730.0,Google Pay
1020,3049,2023-02-07,Lipstick,Beauty & Personal Care,5,51.904411764705884,259.5220588235294,Debit Card
1021,3138,2023-02-07,Jeans,Clothing,3,129.28,387.84000000000003,Debit Card
1022,1654,2023-02-07,Sneakers,Clothing,5,104.53,522.65,Google Pay
1023,1320,2023-02-07,Yoga Mat,Sports & Outdoors,1,244.35,244.35,Apple Pay
1024,2574,2023-02-07,Toaster,Home & Kitchen,4,88.46,353.84,Apple Pay
1025,2829,2023-02-07,Cookware Set,Home & Kitchen,3,437.82,1313.46,Apple Pay
1026,2918,2023-02-07,Cycling Helmet,Sports & Outdoors,2,170.93,341.86,Google Pay
1027,1139,2023-02-07,Cookware Set,Home & Kitchen,1,485.09,485.09,Google Pay
1028,3893,2023-02-07,Laptop,Electronics,1,959.59,959.59,Credit Card
1029,3027,2023-02-07,Smartwatch,Electronics,4,195.88,783.52,Debit Card
1030,3307,2023-02-07,Perfume,Beauty & Personal Care,3,13.94,41.82,PayPal
1031,1902,2023-02-07,Shampoo,Beauty & Personal Care,1,34.8,34.8,PayPal
1032,1690,2023-02-07,Tennis Racket,Sports & Outdoors,3,156.04447505938242,468.13342517814726,Debit Card
1033,3040,2023-02-07,Tennis Racket,Sports & Outdoors,3,61.02,183.06,Credit Card
1034,1010,2023-02-07,Running Shoes,Sports & Outdoors,1,94.83,94.83,Debit Card
1035,1261,2023-02-07,Smartphone,Electronics,3,499.66,1498.98,Credit Card
1036,2943,2023-02-07,Cookware Set,Home & Kitchen,4,62.83,251.32,Credit Card
1037,2674,2023-02-07,Yoga Mat,Sports & Outdoors,1,66.07,66.07,Apple Pay
1038,3220,2023-02-07,Tennis Racket,Sports & Outdoors,4,235.0,940.0,Debit Card
1039,3946,2023-02-07,Smartwatch,Electronics,4,383.74,1534.96,PayPal
1040,3061,,Smartphone,Electronics,3,620.59,1861.77,Google Pay
1041,2192,2023-02-07,Laptop,Electronics,3,381.63,1144.8899999999999,Google Pay
1042,2620,2023-02-07,Cookware Set,Home & Kitchen,1,440.8,440.8,Debit Card
1043,1321,2023-02-07,Dumbbells,Sports & Outdoors,2,200.33,400.66,Google Pay
1044,2343,2023-02-07,T-Shirt,Clothing,1,36.68,36.68,Credit Card
1045,2637,2023-02-08,Sneakers,Clothing,4,33.55,134.2,Google Pay
1046,3377,2023-02-08,Running Shoes,Sports & Outdoors,3,177.09,531.27,Credit Card
1047,3833,2023-02-08,Running Shoes,Sports & Outdoors,4,26.28,105.12,Credit Card
1048,3825,2023-02-08,Tennis Racket,Sports & Outdoors,5,259.82,1299.1,PayPal
1049,2995,2023-02-08,Cycling Helmet,Sports & Outdoors,5,129.27,646.35,Google Pay
1050,3959,2023-02-08,Blender,Home & Kitchen,4,431.36,1725.44,PayPal
1051,2944,2023-02-08,Jacket,Clothing,2,184.26,368.52,Google Pay
1052,3039,2023-02-08,Hair Dryer,Beauty & Personal Care,2,17.25,34.5,Credit Card
1053,2119,2023-02-08,Sneakers,Clothing,1,79.68,79.68,Google Pay
1054,2605,2023-02-08,Jacket,Clothing,1,170.52,170.52,PayPal
1055,3366,2023-02-08,Smartwatch,Electronics,1,1147.25,1147.25,Apple Pay
1056,1236,2023-02-08,Tennis Racket,Sports & Outdoors,3,121.5,364.5,PayPal
1057,2970,,Yoga Mat,Sports & Outdoors,2,209.43,418.86,Apple Pay
1058,1334,2023-02-08,Tennis Racket,Sports & Outdoors,4,159.19,636.76,Debit Card
1059,2909,2023-02-08,Smartphone,Electronics,5,389.11,1945.5500000000002,PayPal
1060,1376,2023-02-08,Microwave,Home & Kitchen,2,440.26,880.52,Google Pay
1061,2161,2023-02-08,Toaster,Home & Kitchen,2,347.63,695.26,Apple Pay
1062,3636,2023-02-08,Shampoo,Beauty & Personal Care,2,63.96,127.92,Google Pay
1063,2571,2023-02-08,Blender,Home & Kitchen,1,329.06,329.06,Apple Pay
1064,3561,2023-02-08,Cookware Set,Home & Kitchen,3,375.7,1127.1,PayPal
1065,2320,2023-02-08,Yoga Mat,Sports & Outdoors,4,84.77,339.08,PayPal
1066,3966,2023-02-08,T-Shirt,Clothing,1,166.03,166.03,Google Pay
1067,2856,2023-02-08,Cookware Set,Home & Kitchen,3,23.81,71.42999999999999,PayPal
1068,2373,2023-02-08,Microwave,Home & Kitchen,2,429.47,858.94,Google Pay
1069,1873,,Headphones,Electronics,3,419.73,1259.19,Credit Card
1070,2253,2023-02-08,Perfume,Beauty & Personal Care,1,20.03,20.03,Apple Pay
1071,3318,2023-02-08,Smartphone,Electronics,2,650.1977101449276,1300.395420289855,PayPal
1072,2852,2023-02-08,Running Shoes,Sports & Outdoors,1,35.8,35.8,Apple Pay
1073,3846,2023-02-09,T-Shirt,Clothing,4,83.76,335.04,Credit Card
1074,2315,2023-02-09,Face Cream,Beauty & Personal Care,2,48.92,97.84,Apple Pay
1075,1725,2023-02-09,Headphones,Electronics,3,202.85,608.55,Google Pay
1076,3053,2023-02-09,Toaster,Home & Kitchen,1,243.62,243.62,PayPal
1077,3899,2023-02-09,Cookware Set,Home & Kitchen,5,328.39,1641.9499999999998,Apple Pay
1078,1078,2023-02-09,Shampoo,Beauty & Personal Care,3,90.51,271.53000000000003,Apple Pay
1079,3622,,Microwave,Home & Kitchen,3,243.13,729.39,Credit Card
1080,1132,2023-02-09,Tablet,Electronics,2,194.4,388.8,Debit Card
1081,1601,2023-02-09,Smartwatch,Electronics,3,904.96,2714.88,PayPal
1082,2773,2023-02-09,Vacuum Cleaner,Home & Kitchen,1,460.38,460.38,Google Pay
1083,2066,,Microwave,Home & Kitchen,5,462.8,2314.0,Credit Card
1084,3137,2023-02-09,Dumbbells,Sports & Outdoors,4,233.94,935.76,Google Pay
1085,3450,,Jeans,Clothing,5,47.9,239.5,Google Pay
1086,3344,2023-02-09,Perfume,Beauty & Personal Care,1,36.23,36.23,Apple Pay
1087,2864,2023-02-09,Tablet,Electronics,2,449.01,898.02,Credit Card
1088,2319,2023-02-09,Lipstick,Beauty & Personal Care,1,99.66,99.66,Credit Card
1089,1616,2023-02-09,Tennis Racket,Sports & Outdoors,3,153.59,460.77,PayPal
1090,3848,2023-02-09,Laptop,Electronics,2,872.52,1745.04,Debit Card
1091,3470,2023-02-09,Cycling Helmet,Sports & Outdoors,4,150.72,602.88,Google Pay
1092,2889,2023-02-09,Tennis Racket,Sports & Outdoors,4,94.34,377.36,PayPal
1093,2047,2023-02-09,Microwave,Home & Kitchen,1,38.38,38.38,PayPal
1094,1575,2023-02-09,Shampoo,Beauty & Personal Care,3,19.8,59.400000000000006,Google Pay
1095,3191,2023-02-09,Lipstick,Beauty & Personal Care,4,49.65,198.6,Apple Pay
1096,1993,2023-02-09,Toaster,Home & Kitchen,5,327.3,1636.5,Apple Pay
1097,3713,2023-02-09,Lipstick,Beauty & Personal Care,2,35.42,70.84,Google Pay
1098,3193,2023-02-09,Toaster,Home & Kitchen,5,35.04,175.2,Credit Card
1099,2249,2023-02-09,Smartphone,Electronics,4,761.19,3044.76,Debit Card
1100,1503,2023-02-10,Cycling Helmet,Sports & Outdoors,4,123.38,493.52,Apple Pay
1101,2998,2023-02-10,Running Shoes,Sports & Outdoors,1,281.89,281.89,Debit Card
1102,1821,2023-02-10,Hair Dryer,Beauty & Personal Care,1,39.34,39.34,PayPal
1103,3152,2023-02-10,Jeans,Clothing,2,91.72,183.44,PayPal
1104,2971,2023-02-10,Yoga Mat,Sports & Outdoors,1,149.92,149.92,Google Pay
1105,1198,2023-02-10,Cookware Set,Home & Kitchen,3,45.96,137.88,Google Pay
1106,2670,2023-02-10,Jacket,Clothing,2,174.92,349.84,Google Pay
1107,3627,2023-02-10,Dress,Clothing,3,191.0,573.0,Apple Pay
1108,3439,2023-02-10,Running Shoes,Sports & Outdoors,1,209.85,209.85,Debit Card
1109,2203,2023-02-10,Cycling Helmet,Sports & Outdoors,2,91.91,183.82,PayPal
1110,3602,2023-02-10,Running Shoes,Sports & Outdoors,4,196.17,784.68,Debit Card
1111,2472,2023-02-10,Unknown Product,Home & Kitchen,5,60.12,300.59999999999997,Apple Pay
1112,2647,2023-02-10,Jacket,Clothing,4,23.16,92.64,Debit Card
1113,2693,,Shampoo,Beauty & Personal Care,3,43.48,130.44,Debit Card
1114,2313,2023-02-10,Cookware Set,Home & Kitchen,4,163.2,652.8,Google Pay
1115,3036,2023-02-10,Smartwatch,Electronics,4,883.43,3533.72,Debit Card
1116,1478,2023-02-10,Yoga Mat,Sports & Outdoors,5,263.32,1316.6,Debit Card
1117,2255,2023-02-10,Jeans,Clothing,5,109.71,548.55,Debit Card
1118,1923,2023-02-10,Cookware Set,Home & Kitchen,4,341.43,1365.72,Credit Card
1119,1420,2023-02-10,Tablet,Electronics,5,650.1977101449276,3250.9885507246377,PayPal
1120,3205,2023-02-10,Toaster,Home & Kitchen,4,418.66,1674.64,PayPal
1121,3598,2023-02-10,Vacuum Cleaner,Home & Kitchen,2,64.37,128.74,Debit Card
1122,2121,,Face Cream,Beauty & Personal Care,4,90.66,362.64,Google Pay
1123,1951,2023-02-10,Face Cream,Beauty & Personal Care,1,37.49,37.49,Google Pay
1124,3337,2023-02-10,Blender,Home & Kitchen,5,381.52,1907.6,Google Pay
1125,2278,2023-02-10,Smartwatch,Electronics,5,280.99,1404.95,PayPal
1126,3244,2023-02-10,Jacket,Clothing,3,76.36,229.07999999999998,Apple Pay
1127,3646,2023-02-10,T-Shirt,Clothing,3,89.63,268.89,Debit Card
1128,2858,2023-02-11,Tennis Racket,Sports & Outdoors,1,150.52,150.52,PayPal
1129,1517,2023-02-11,Yoga Mat,Sports & Outdoors,5,211.32,1056.6,Google Pay
1130,2659,2023-02-11,Dress,Clothing,5,40.53,202.65,PayPal
1131,2866,2023-02-11,Cookware Set,Home & Kitchen,3,354.41,1063.23,PayPal
1132,3913,2023-02-11,Toaster,Home & Kitchen,3,190.25,570.75,PayPal
1133,2142,2023-02-11,Shampoo,Beauty & Personal Care,4,70.83,283.32,Google Pay
1134,3854,2023-02-11,Hair Dryer,Beauty & Personal Care,5,41.97,209.85,Apple Pay
1135,2933,2023-02-11,Running Shoes,Sports & Outdoors,5,17.83,89.14999999999999,Credit Card
1136,1815,2023-02-11,Jeans,Clothing,4,158.78,635.12,Debit Card
1137,3276,2023-02-11,Microwave,Home & Kitchen,5,306.62,1533.1,Debit Card
1138,2901,2023-02-11,Dress,Clothing,1,24.78,24.78,PayPal
1139,3264,2023-02-11,Headphones,Electronics,3,834.76,2504.2799999999997,Apple Pay
1140,3996,2023-02-11,Jeans,Clothing,3,127.14,381.42,Google Pay
1141,3063,2023-02-11,Smartphone,Electronics,3,456.11,1368.33,Credit Card
1142,3095,2023-02-11,Perfume,Beauty & Personal Care,2,98.7,197.4,Credit Card
1143,3372,2023-02-11,Face Cream,Beauty & Personal Care,1,94.2,94.2,PayPal
1144,3892,2023-02-11,Cycling Helmet,Sports & Outdoors,1,226.71,226.71,PayPal
1145,1130,2023-02-11,T-Shirt,Clothing,4,149.98,599.92,PayPal
1146,1095,,Dress,Clothing,2,70.14,140.28,Google Pay
1147,3675,2023-02-11,Headphones,Electronics,5,265.56,1327.8,Google Pay
1148,3803,2023-02-11,Shampoo,Beauty & Personal Care,1,48.57,48.57,PayPal
1149,2956,2023-02-11,Smartphone,Electronics,2,262.24,524.48,Apple Pay
1150,1794,2023-02-11,Face Cream,Beauty & Personal Care,2,51.904411764705884,103.80882352941177,PayPal
1151,2835,2023-02-11,Headphones,Electronics,1,224.97,224.97,PayPal
1152,3117,2023-02-11,Lipstick,Beauty & Personal Care,4,51.904411764705884,207.61764705882354,Credit Card
1153,2684,2023-02-11,Laptop,Electronics,2,547.03,1094.06,Google Pay
1154,1011,2023-02-11,Shampoo,Beauty & Personal Care,3,54.47,163.41,Debit Card
1155,2866,2023-02-12,Laptop,Electronics,2,104.04,208.08,Google Pay
1156,3920,2023-02-12,Dress,Clothing,5,95.61,478.05,Apple Pay
1157,3598,2023-02-12,Running Shoes,Sports & Outdoors,1,252.27,252.27,Apple Pay
1158,1712,2023-02-12,Tablet,Electronics,5,238.29,1191.45,Google Pay
1159,3071,2023-02-12,Tennis Racket,Sports & Outdoors,4,143.06,572.24,Google Pay
1160,1815,2023-02-12,Jacket,Clothing,3,194.2,582.5999999999999,PayPal
1161,1346,,Jeans,Clothing,1,28.51,28.51,Debit Card
1162,3350,2023-02-12,Face Cream,Beauty & Personal Care,2,25.77,51.54,PayPal
1163,1363,2023-02-12,Cycling Helmet,Sports & Outdoors,3,294.02,882.06,Credit Card
1164,3444,2023-02-12,Toaster,Home & Kitchen,2,221.68,443.36,Credit Card
1165,3266,2023-02-12,Face Cream,Beauty & Personal Care,4,56.88,227.52,Apple Pay
1166,3189,2023-02-12,Yoga Mat,Sports & Outdoors,1,62.34,62.34,Apple Pay
1167,1985,2023-02-12,Smartwatch,Electronics,4,515.31,2061.24,Debit Card
1168,2640,2023-02-12,Smartphone,Electronics,4,482.89,1931.56,Apple Pay
1169,1828,2023-02-12,Jeans,Clothing,4,190.95,763.8,Credit Card
1170,3731,2023-02-12,Microwave,Home & Kitchen,4,486.44,1945.76,Debit Card
1171,1356,2023-02-12,Unknown Product,Electronics,2,650.1977101449276,1300.395420289855,PayPal
1172,2348,2023-02-12,Tennis Racket,Sports & Outdoors,5,19.1,95.5,Google Pay
1173,3936,2023-02-12,Running Shoes,Sports & Outdoors,2,246.93,493.86,Google Pay
1174,2864,2023-02-12,Smartphone,Electronics,3,117.81,353.43,Debit Card
1175,1127,2023-02-12,Cycling Helmet,Sports & Outdoors,4,270.55,1082.2,PayPal
1176,1604,2023-02-12,Yoga Mat,Sports & Outdoors,3,156.04447505938242,468.13342517814726,Apple Pay
1177,2929,2023-02-12,Jacket,Clothing,2,174.87,349.74,Debit Card
1178,2014,2023-02-12,Vacuum Cleaner,Home & Kitchen,4,355.67,1422.68,Apple Pay
1179,1051,2023-02-12,T-Shirt,Clothing,2,133.29,266.58,Credit Card
1180,3827,2023-02-12,Cookware Set,Home & Kitchen,4,238.88,955.52,PayPal
1181,2431,,Running Shoes,Sports & Outdoors,2,131.96,263.92,Apple Pay
1182,2793,2023-02-12,Toaster,Home & Kitchen,1,189.06,189.06,Google Pay
1183,3862,2023-02-13,Tennis Racket,Sports & Outdoors,5,169.6,848.0,Google Pay
1184,2637,2023-02-13,Cycling Helmet,Sports & Outdoors,5,164.1,820.5,Credit Card
1185,2646,2023-02-13,Jacket,Clothing,4,155.37,621.48,Debit Card
1186,3468,2023-02-13,T-Shirt,Clothing,1,31.54,31.54,Apple Pay
1187,2206,2023-02-13,Shampoo,Beauty & Personal Care,3,21.7,65.1,Credit Card
1188,3873,2023-02-13,Smartwatch,Electronics,1,571.22,571.22,Google Pay
1189,2855,2023-02-13,Perfume,Beauty & Personal Care,4,21.81,87.24,Google Pay
1190,1567,2023-02-13,Hair Dryer,Beauty & Personal Care,1,61.51,61.51,Google Pay
1191,3419,2023-02-13,Vacuum Cleaner,Home & Kitchen,3,280.53,841.5899999999999,PayPal
1192,1936,2023-02-13,Unknown Product,Sports & Outdoors,4,123.75,495.0,PayPal
1193,2935,2023-02-13,Tennis Racket,Sports & Outdoors,5,255.85,1279.25,Google Pay
1194,3709,2023-02-13,Dumbbells,Sports & Outdoors,1,211.24,211.24,Debit Card
1195,2333,,Smartphone,Electronics,5,581.24,2906.2,PayPal
1196,1202,2023-02-13,Cookware Set,Home & Kitchen,5,155.96,779.8000000000001,Apple Pay
1197,3361,2023-02-13,Unknown Product,Home & Kitchen,2,317.78,635.56,PayPal
1198,1117,2023-02-13,Cycling Helmet,Sports & Outdoors,3,278.66,835.98,Apple Pay
1199,1937,2023-02-13,Perfume,Beauty & Personal Care,1,86.41,86.41,PayPal
1200,1575,2023-02-13,Unknown Product,Electronics,5,650.1977101449276,3250.9885507246377,Google Pay
1201,3292,2023-02-13,Perfume,Beauty & Personal Care,5,81.56,407.8,Apple Pay
1202,1537,2023-02-13,T-Shirt,Clothing,3,29.72,89.16,Debit Card
1203,2626,2023-02-13,Toaster,Home & Kitchen,5,331.82,1659.1,PayPal
1204,3123,2023-02-13,Cookware Set,Home & Kitchen,5,315.8,1579.0,PayPal
1205,1386,2023-02-13,Perfume,Beauty & Personal Care,5,51.904411764705884,259.5220588235294,Google Pay
1206,1475,2023-02-13,Smartphone,Electronics,5,646.05,3230.25,Apple Pay
1207,1418,2023-02-13,Microwave,Home & Kitchen,2,380.83,761.66,Google Pay
1208,3395,2023-02-13,Hair Dryer,Beauty & Personal Care,2,93.09,186.18,Apple Pay
1209,3688,,Laptop,Electronics,4,209.67,838.68,PayPal
1210,1939,2023-02-14,Lipstick,Beauty & Personal Care,1,47.19,47.19,PayPal
1211,1955,2023-02-14,Smartwatch,Electronics,3,739.36,2218.08,PayPal
1212,1876,2023-02-14,Running Shoes,Sports & Outdoors,4,24.3,97.2,PayPal
1213,1763,2023-02-14,Tablet,Electronics,2,418.89,837.78,Credit Card
1214,2203,2023-02-14,Sneakers,Clothing,2,89.92,179.84,PayPal
1215,2206,2023-02-14,Tennis Racket,Sports & Outdoors,2,78.52,157.04,PayPal
1216,1664,2023-02-14,Shampoo,Beauty & Personal Care,4,48.19,192.76,Apple Pay
1217,1025,2023-02-14,Cycling Helmet,Sports & Outdoors,2,123.61,247.22,PayPal
1218,2991,2023-02-14,Yoga Mat,Sports & Outdoors,4,70.73,282.92,PayPal
1219,2204,2023-02-14,Lipstick,Beauty & Personal Care,2,49.61,99.22,Apple Pay
1220,1710,2023-02-14,Hair Dryer,Beauty & Personal Care,5,16.82,84.1,PayPal
1221,2880,2023-02-14,Sneakers,Clothing,5,193.85,969.25,PayPal
1222,2185,2023-02-14,Face Cream,Beauty & Personal Care,1,91.83,91.83,Google Pay
1223,3225,2023-02-14,Blender,Home & Kitchen,2,218.21,436.42,Credit Card
1224,1285,2023-02-14,Toaster,Home & Kitchen,1,413.8,413.8,Apple Pay
1225,1063,2023-02-14,Jeans,Clothing,4,143.73,574.92,Google Pay
1226,2003,2023-02-14,Smartwatch,Electronics,1,915.27,915.27,Debit Card
1227,1662,2023-02-14,Smartwatch,Electronics,2,108.37,216.74,Debit Card
1228,3714,2023-02-14,Microwave,Home & Kitchen,4,199.83,799.32,Credit Card
1229,3204,2023-02-14,Face Cream,Beauty & Personal Care,4,26.27,105.08,Debit Card
1230,2493,2023-02-14,T-Shirt,Clothing,5,63.88,319.40000000000003,Credit Card
1231,1967,2023-02-14,Headphones,Electronics,4,1067.57,4270.28,Debit Card
1232,1849,2023-02-14,Tablet,Electronics,4,390.95,1563.8,Debit Card
1233,2108,2023-02-14,Running Shoes,Sports & Outdoors,1,253.97,253.97,Google Pay
1234,1689,2023-02-14,Blender,Home & Kitchen,4,401.67,1606.68,Debit Card
1235,1148,2023-02-14,Lipstick,Beauty & Personal Care,3,44.4,133.2,Credit Card
1236,1342,2023-02-14,Jacket,Clothing,5,55.9,279.5,PayPal
1237,3524,2023-02-14,Laptop,Electronics,5,1090.21,5451.05,PayPal
1238,2087,2023-02-15,Yoga Mat,Sports & Outdoors,4,133.15,532.6,PayPal
1239,2725,2023-02-15,Cookware Set,Home & Kitchen,1,27.45,27.45,Credit Card
1240,2384,2023-02-15,Blender,Home & Kitchen,5,93.62,468.1,Credit Card
1241,3609,2023-02-15,Jeans,Clothing,5,106.39059586737145,531.9529793368572,PayPal
1242,1327,2023-02-15,Tablet,Electronics,3,998.38,2995.14,Debit Card
